"","CE206_RS00095","CE206_RS00115","CE206_RS00410","CE206_RS00565","CE206_RS00625","CE206_RS00755","CE206_RS00925","CE206_RS00990","CE206_RS01120","CE206_RS01405","CE206_RS01420","CE206_RS01695","CE206_RS01865","CE206_RS01890","CE206_RS01920","CE206_RS02315","CE206_RS02660","CE206_RS02690","CE206_RS02715","CE206_RS03130","CE206_RS03885","CE206_RS04080","CE206_RS04160","CE206_RS04265","CE206_RS04485","CE206_RS04720","CE206_RS04835","CE206_RS04905","CE206_RS05410","CE206_RS05430","CE206_RS05590","CE206_RS05620","CE206_RS05720","CE206_RS05890","CE206_RS05965","CE206_RS06305","CE206_RS06365","CE206_RS06370","CE206_RS06375","CE206_RS06560","CE206_RS07080","CE206_RS07330","CE206_RS08220","CE206_RS08230","CE206_RS08395","CE206_RS08400","CE206_RS08510","CE206_RS08640","CE206_RS08645","CE206_RS08830","CE206_RS09035","CE206_RS09670","CE206_RS09685","CE206_RS09705","CE206_RS09710","CE206_RS09775","CE206_RS09960","CE206_RS10240","CE206_RS10440","CE206_RS10510","CE206_RS10590","CE206_RS10615","CE206_RS11240","CE206_RS11435","CE206_RS11865","CE206_RS12010","CE206_RS12015","CE206_RS12155","CE206_RS12355","CE206_RS12360","CE206_RS13145","CE206_RS13210","CE206_RS14225","CE206_RS14365","CE206_RS14370","CE206_RS14585","CE206_RS14810","CE206_RS14960","CE206_RS15260","CE206_RS16005","CE206_RS16100","CE206_RS16420","CE206_RS16615","CE206_RS16705","CE206_RS16970","CE206_RS17010","CE206_RS17230","CE206_RS17270","CE206_RS17670","CE206_RS18145","CE206_RS18165","CE206_RS18260","CE206_RS18275","CE206_RS18395","CE206_RS18765","CE206_RS19080","CE206_RS19105","CE206_RS20040","CE206_RS20185","CE206_RS20390","CE206_RS20420","CE206_RS21160","CE206_RS21395","CE206_RS21415","CE206_RS22045","CE206_RS22240","CE206_RS23755","CE206_RS23810","CE206_RS24090","CE206_RS24220","CE206_RS24225","CE206_RS24265","CE206_RS24570","CE206_RS24615","CE206_RS25130","CE206_RS25235","CE206_RS25385","CE206_RS25490","CE206_RS25615","CE206_RS25690","CE206_RS26200","CE206_RS26220","CE206_RS26235","CE206_RS26905","CE206_RS27130","CE206_RS27360","CE206_RS27450","CE206_RS27590","CE206_RS27630","CE206_RS27760","CE206_RS27830","CE206_RS28010","CE206_RS28240","CE206_RS28245","CE206_RS28415"
"ACHX_Li_2 (GE) - TPM",0.646078554504421,-0.100614428136523,0.442545341343246,-1.08712341859663,0.24903194965098,0.801238888515046,-1.0118369353808,-0.682832025527149,1.37060727366384,0.178257881803189,0.553611842275396,-0.198639307517737,-0.909370002212001,-0.205404534133001,-0.556744387800522,0.53414363783396,0.784099359929823,-0.25575753711709,0.484831793123613,0.490539912075141,-1.08576726948099,-0.362639542039015,0.973649248739563,-0.721405859423114,-0.0204936491778904,0.353998637223995,-0.724395425211905,-0.5362617282439,-0.912311952375092,1.24923085392897,0.160023655527983,0.563995150445213,-0.63855813611511,0.310549503916444,-0.0495168824325506,-0.619162446354642,0.429215504001218,1.25990428096386,0.853590695851321,1.19236611892654,1.49231967674708,-0.0417662778635984,0.0196030483592387,-0.212564161338053,1.07775332204077,0.978611831855676,0.132037758661324,-0.0374625273540171,-0.718043227609503,-1.0417659440827,-0.0331951025714655,0.0423642115648076,1.21700761202507,0.701441057693248,1.32980849335708,1.00726819431742,-0.839342714356769,-0.40517711253414,-0.307037790046651,-0.651242312983461,-1.04188782492173,0.733003111077961,-0.078464882587337,0.641569713541897,0.0635321852110498,-1.1123376775048,-1.02420551236292,0.777711665771601,-0.467284317477453,-0.596678376227238,0.361031171372733,1.36262051842197,0.108042240896196,0.206702422614497,0.223412413145605,1.67951085475954,-0.245679575110961,0.28048977028317,0.125757651036208,-0.493603989547611,-0.444883587861934,0.37632901479692,0.0422137867704586,1.03413432880629,0.201783291241984,-0.146324815848183,0.0942831621189859,1.31966485248817,0.414013500219065,-0.0622276676792167,0.899384164011955,-0.290360158391454,-0.10841272208495,0.253713460051403,0.321494228337773,0.276556720389507,-0.632090190667045,0.311645210417054,-0.234149271080207,-0.312351860077347,-0.0944958957163195,-0.514950281359374,-0.519752271660081,0.107506238828872,0.0261659363623843,1.29089103318222,0.17520573273444,-0.255201231447308,0.974516725631661,0.485203346849072,0.198318758613206,0.943653759456637,0.943223300745631,0.0160126625548126,0.467295200364111,-0.5455273463903,0.467106214814059,1.01246689852605,0.310317399345844,-0.119059684552956,-0.136099615370388,-0.36251512491749,-0.126080884177667,0.66878204918782,0.302430547335377,0.22006327956374,-0.427282435229532,-0.0315408682576169,1.06721634864062,0.477941269164886,-0.358959857709666,-0.556492888505381,0.101634218054926,1.45016217482005,0.506765579150219
"ACHX_Li_3 (GE) - TPM",0.535341369742027,0.00218815010631346,0.703462124567078,-0.706725026139795,0.359899469694221,2.49048619600611,-1.09937440269984,-0.59228451567868,0.344049756452322,0.834293008595788,0.65580981422384,-0.470126921853335,-0.401920437045912,0.433995268811777,-0.626071295237392,0.238968176797348,0.259030719945518,0.163063570328688,0.443072419360173,0.182400910391683,-1.07548670067257,-0.0941484088900627,1.45345471104724,-0.81931959927329,-0.400499439490667,0.325848619600471,0.0884124956467543,-0.577321720164562,-0.784906273748658,1.40662278174461,0.210629780816385,0.590329985695389,-0.368914013944374,0.318184102300245,0.363189771669376,-0.857801579907392,0.636890660318179,0.931579502285122,0.206349256324199,0.737636981094171,1.75817520895306,0.68120795299774,0.555571071658204,-0.28597321490324,0.806260256892457,0.0584946688491208,-0.185431549963967,-0.287147292096547,-0.872854768587699,-0.978444433229575,0.158275538902507,-0.2439813875409,0.172611946391649,1.00240608608432,0.507611996300099,0.374423522289764,-0.979375304639347,-0.373809552433731,-0.465527809526736,-0.651242312983461,-0.966309176630937,0.742067076288226,0.333175613903587,1.10155375537707,-0.161126815936111,-0.537694561106864,-0.901131598294752,1.86194020675604,-1.0243585042226,-0.449029905630361,0.343078032601029,0.820646884996312,0.0644020655516356,0.173151793813816,-0.530871557301837,1.04586849533031,0.0584084554405265,0.135341450365634,0.304179743943763,-0.333577026927678,-0.456268570166277,0.259896091098704,0.508257612497181,1.93130455429929,0.332583254287139,-0.278109191144028,-0.279847030847692,1.01728204536611,0.00858567587676718,-0.419102963703328,-0.238713963922153,-0.127642756065898,-0.0514096307654062,0.232418802267041,0.116389623718446,0.134246196428361,-0.486114495317189,0.517382929992327,-0.245646513163947,-0.432203030459677,0.104000472362506,-0.542482314748241,-0.312335544379094,0.0788972566972714,-0.276006881789412,0.4084680962676,0.0605310991422666,-0.290174145985304,-0.203865359242203,-0.0474320157660927,0.20904813027574,0.917353527766152,-0.138294189218397,-0.101679699591222,0.157271490040726,-0.391542183536608,0.339269368975615,0.65203690011225,-0.0814054459575172,-0.421243544428645,-0.228906772022259,-0.251993503156888,-0.539335090282019,0.3496300216391,0.712673347785567,0.329879007581207,-0.469179925214304,-0.420848009300557,0.699122180363765,0.298080870416333,0.0534031219739102,-0.275199179254342,1.10301137063511,0.703359570898782,1.0794025791207
"ACHX_Mig_1 (GE) - TPM",0.885478282306236,1.80587574858566,1.69818880971136,1.77957013815945,1.00501895056604,0.785655851551228,0.953249418167358,0.740551954560526,1.17687174665378,1.880354140996,2.09401581166796,2.49639885630377,1.41120990995031,0.976764356705038,2.37952971249935,1.42378272810696,0.917738073218483,0.757511522798436,2.07348872161409,1.24535394567626,2.07625835878482,3.26707453046172,0.298955514366464,1.71728462230661,2.09177004676202,1.28501921251941,3.15703926248237,2.30415813738637,0.668607352235916,1.5683278900571,2.63785325285636,-1.5742659746475,2.0263730281123,1.29850193307158,2.48509757586631,0.932072377327239,2.74688338633578,1.73791006601197,1.72489330246811,0.993840073017585,1.70539415717533,2.15128697723215,1.989644583742,0.828338780442018,2.10727746070449,1.351420955572,1.76056230478909,1.3443004826393,1.85290266721453,2.00048010680526,1.92863988251184,2.21912207349407,1.83369913873875,0.231554451340859,1.01397735565859,-0.852013801851304,-0.931431287958771,1.86217470850245,0.743086759620155,0.635825561146129,1.32892559506079,-1.34751678776671,1.30213469212525,2.01205378150592,-1.36665945528607,1.84838240353366,1.5060281568874,1.38927836550235,0.529125962164947,2.27524064861088,2.57754183721822,1.79369099504545,3.1852161505505,-1.6170712859942,-0.731130905783177,0.58243736379778,1.53502289666801,1.75864141398043,2.13132768685101,2.19477758706383,1.94972015129295,-1.22340327631795,0.371065194741818,0.188206122715121,1.62820404404892,1.50495274035519,2.10028372967322,-0.0953818577894623,1.24340709330915,2.19159634974193,0.78770985726183,1.01660233307052,3.00518416014129,2.38799571154987,1.03015522510651,1.53631581014725,2.95583673355739,1.60881564883579,1.01852147786377,1.67844507718568,1.85509012602549,2.41431456351755,2.47806655583529,2.23485563575916,2.16656823278112,0.756303646994898,1.75018534655413,2.69700128752441,1.24931840403859,1.272084057258,1.04783839471231,0.627573740499055,1.60595194852908,2.1163477473443,1.32680066023596,2.0584084396313,2.69370709888638,1.03672511206899,3.45642666133912,1.58726660196188,1.2246445040917,2.59184605496546,1.6792804636549,-1.3585121620206,2.1073380193397,2.00029831608392,2.18447569076472,0.430688812476022,3.12279294196748,2.04888618413851,-0.140703786435129,3.23182883091815,2.15979345129555,1.80906910107773,-1.75830871352403
"ACHX_Mig_2 (GE) - TPM",1.82276782165516,1.51131191039195,0.939361077084502,1.64829461537364,1.34457417751779,1.22500636175871,1.3010758152251,1.75868553508965,0.909259624042744,1.30965292027,1.85580331911584,2.13101876162538,0.761951856039465,1.73077073483237,2.39699118135594,1.25180419614771,1.35660285924161,1.88976596390944,1.71769560861738,0.369430062118862,1.78643113908361,1.23808107637764,-0.0120860622223924,2.05919145488047,2.30444818253991,0.403593756742044,1.68619084104699,2.4069811323143,1.27040322810486,1.23663046484764,2.3021862415157,-1.84061418979973,1.24788644665871,1.30711210673548,2.0166138494205,2.80130677897683,0.549235207043856,1.23860498886644,1.72712674407848,0.744680600122437,1.9460549585528,1.01059292912746,1.88165435069938,1.26108093067341,1.78633254198608,0.363234046048456,1.86726449378108,0.884887636241705,1.00493825665269,2.27375837674194,1.89477030953696,1.70998978700738,0.744392207584104,1.39711184143933,0.931037340799062,-0.494078323800588,-0.975952665434469,2.30059099066777,1.4759987542281,2.21493539874426,1.13525408549576,-1.24846023009314,1.47860418544851,0.939518115321246,-1.44235506820806,1.02299126467179,1.79824388687842,1.53455517423173,1.09545415355295,2.83327970387214,1.9806375456452,1.79241728300663,2.29550604661534,-1.07929564511517,-0.438172991517716,2.45578769757641,0.733010709041939,2.39145349965233,1.52869477109262,2.01768607178554,0.428140303629279,-0.434505427597107,1.11668970996178,2.21704096199089,1.77761275514886,2.21897073909453,3.13115587019797,1.16407378697639,0.0930114246943086,1.44930616644157,-1.17341440202196,2.27660346252813,0.832848540638988,2.35370481803637,1.16530631618366,2.53544764928402,0.497801015008777,1.45387402749832,1.27861494846899,1.85835999051327,0.74961166805181,2.39763543210605,1.69620713261614,2.74711218794382,1.62657979484035,0.380505765305024,0.645877984830008,1.7841373341538,1.29394646071415,1.17903426007553,0.895415211126508,1.21471181264944,-0.575902049762074,1.68612996149008,1.70745086652751,0.956440526902639,2.55076127304447,0.706555861381333,0.0555637095770745,1.62967679941746,1.38718178065992,2.00550520191938,1.89469221402503,-1.5481030413995,1.54368436001814,1.39218101874351,1.4450798566858,1.1351188459436,1.83358288171417,2.16344896131424,1.48543047443286,2.04659359857451,0.675820270504832,2.7123604040077,-1.31848111800239
"ACHX_Mig_3 (GE) - TPM",2.5376046341179,1.78403560573686,0.642232755894486,1.42923405349226,0.0230254454864646,0.184416415206523,1.29142213450856,2.20764332586935,1.61070322752265,1.52560687016395,1.13340770164982,1.6324940624532,0.580715248648314,1.283180947717,2.82196265658265,1.42624204240838,1.66760241645479,3.72616367071583,1.23941468084568,0.911687979857755,1.84635021657594,1.56515887037723,-0.519097343146026,1.06281974496054,1.82433243461082,0.157696157624138,1.83928060286944,2.29805770872453,2.00837467529202,0.973176715799467,2.02278036377954,-1.7775552089944,1.3912486092924,0.482691486654447,1.18461979609432,1.02618352846092,-0.547915040316478,0.476813313133723,1.69639452834158,0.718170016903664,1.38899524521576,0.036763392674466,1.12624335018045,0.898069478173228,1.6765756227198,0.916484018840108,1.36875107402433,0.950624704132156,0.906347063081672,0.987123282948752,1.41575596003581,0.963291519531249,1.23609267207098,0.358758363861549,1.01817702158158,-1.4779009219872,-1.37830709852235,2.48641318899509,0.00761646889474359,-0.651242312983461,0.696416891884568,-0.958185862896722,1.37573992852263,1.05745624393578,-1.31248043035336,0.0598576877722732,1.57871487607859,1.66506499004666,0.908448997141254,2.04931583529716,1.60663224690854,0.529717094477511,1.94523242805999,-1.28278130658799,1.68445852510253,2.09147398836324,0.874031362747063,1.70211499386802,1.24862562513778,1.83075250639893,3.22307845085976,0.71928942959108,2.7185136756087,-0.0761057292184656,2.67120931803995,1.85789846181838,3.21043200170963,3.05974096182695,1.66039837359962,0.204047214775659,1.03185352654056,1.61659041218987,1.10469060212654,2.25088814147009,2.25065561661394,1.29635942921073,0.556265321953506,1.19001491210597,0.668114184667331,1.78882060644622,1.92958752804736,1.2771516259192,0.470116027184276,1.78729183374554,1.62486385834726,-0.355071752060652,2.79678996469449,1.25397070156662,1.77926827250521,1.10067240368487,0.332272006748706,1.74286809882473,2.59976049699736,1.62773257471655,0.921216577200331,0.913625259265181,2.14599787918726,0.689274307502457,-0.931766127586399,1.17566506729444,1.01993951641533,0.714994886803012,1.00479170363066,-0.709923230205974,2.22973656130423,1.25522237841626,0.990129805987959,1.81998095001222,0.803155052364343,0.871143555338729,0.553950596881196,0.9945682049667,-0.360262942377483,2.82127623133224,-1.3746782806047
"ACHX_Nd_1 (GE) - TPM",-0.532977642351724,-0.611434718233519,0.888122113671518,-0.58346215737882,0.992853831555044,-0.72166365493723,1.74932705357213,0.51728432791036,-0.357444915375541,-0.142778988420229,-0.402317768325887,-0.171605893880158,-1.23254244529517,-0.603602627950148,-0.0991470959420729,-0.270569286979506,1.19902088362504,-0.582334411327976,0.622970601359246,1.02638028662503,-1.14941591222225,0.361885547467334,-0.679582274571288,-0.193476975695562,0.662375218788618,0.427999181274731,0.00461528839796059,-0.597278660756878,-1.03884362435318,0.129741114895093,-0.168536345463357,-0.126129944273939,-1.3010054486123,-0.325245143934553,-0.919096201572951,-1.07023748217862,-0.462976674029336,-1.39336749098521,0.844761612734475,-1.18149101781715,-0.0987422951010632,-0.913496404622703,-0.522860392727799,0.994550110220208,0.6220765883213,-0.0983656622924828,-0.313947426127103,0.112775904297538,-0.11444961514404,-0.690929982433364,1.05170792848293,1.28786929560077,0.345132471250737,0.191604381513571,0.799534719269263,-0.0874513948240634,-0.411077946170071,-0.427405481858966,-1.29133303164233,-0.651242312983461,-0.237503798964394,0.0211902957877113,-0.506038563894843,-0.00677499099415584,0.545576175311305,-0.914663170388715,-1.06963920273333,-0.668346774357905,0.875118556592778,-0.1870205555765,-0.603083759150518,-0.589401881771805,-0.431884770040465,0.723999598964513,-0.726227946389858,-0.0644753378129094,0.661134197389023,-1.31881334742511,-1.31940707007534,-0.726539120283453,-0.470496130157117,0.970710620425618,-0.500818824537951,-0.447003125472238,-0.721644526321342,-0.338508108069756,-0.84180367952734,-0.832052031803441,0.999068023054302,-0.437999063683329,0.348228251531202,-0.00580077172006009,0.346129216775762,-0.239415257653607,-0.629754766511482,-0.23397439263221,-0.229129948727044,0.271034900334935,-0.540564071134278,0.410617648695801,-0.678588493905813,-0.502245645629652,-0.95601507536446,0.809660998096736,-0.957867408159296,0.6931620415241,-0.569015885497877,-0.669243756618555,0.186620266716526,0.668490521558676,1.58135810507479,-0.593056832958243,0.309657056141547,-1.06157454720741,0.00531495054049076,1.8644645732313,-0.126322806569481,0.126389821442085,0.867349630574946,0.233724371541092,1.86641177841131,-0.820267609234202,1.20646341326075,0.551509560043845,0.250682687035897,0.0109156464892008,-0.41268565401181,0.954156013398746,-0.799052183579518,-0.143207700052897,-0.192011875411916,0.407999445554933,-0.798984085487871,-0.980099933704903,0.556285783921311
"ACHX_Nd_2 (GE) - TPM",-0.47384153225499,-0.728812959896823,0.518904013795169,-0.617713867417037,0.528951844243277,-0.933046566742128,1.14684467991404,0.350199401566632,0.155986822975204,0.246458772502315,-0.607234988314443,0.235663320105381,-1.14395971984703,-0.733381361697311,0.372738807581044,-0.399807080202736,0.894596073001349,-0.218032243770295,0.443784876886539,0.917299746358075,-1.1524144303111,0.271606769963597,-0.848575472122835,-0.3784292401009,0.214610503761417,-0.558035707853056,-0.118826030230694,0.11773760375124,-0.913214477217244,-0.222555492611745,-0.336204765224989,0.174727051581419,-1.22506307328972,-0.0126764390692958,-1.08387917071664,-1.07613681274376,-1.58820095317158,-1.72240257605171,0.892468869116479,-1.21963925488377,-0.385268473713971,-0.125913475254397,-0.391944856231339,0.959406436933221,-0.158426527967054,-0.263558716733012,-0.66548245078799,0.300164051216061,0.0318138831668083,-0.893937954947624,1.11208289610158,0.406850056415764,0.0635377912325852,-0.895763259605124,0.694027684227993,-0.756668118092451,-0.591511305666931,-0.0737430935935641,-0.958241764710244,-0.651242312983461,-0.44389849955095,0.435524628601316,-0.743025730435748,0.447050859897824,0.0235972286828993,-0.434996123830795,-0.628051027477559,0.199401046532914,0.200743245706638,-0.406090339776232,-0.407362000437424,-0.647414494643912,-0.630819746507414,0.813119405442299,-1.25083350871688,-0.09109965194967,0.571754062924692,-0.968093355361891,-1.37172455005878,-1.14191689986046,-0.272236491360281,-0.834692355278336,0.527393047833596,-0.22627989708461,-0.382004975098512,-0.981281030364927,-0.616735903431483,-0.696627361945113,0.304726416216406,-0.51563952017187,-0.143461514001099,-0.0695234251871327,0.445173325430038,-0.316511859046129,-0.5541856314283,-0.206411143900741,0.00454982632207022,0.220891802223229,-1.13225502118308,-0.0215959196089533,0.433714585950404,-0.862219371257019,-1.13648977020787,0.569427523368414,-1.10613829005064,0.244290686597717,0.168944734336572,-0.773064733186661,-0.308100408312468,0.494675573405131,1.42261080861339,-0.696849815831382,1.131609610659,-0.395633273229354,-0.227439142988375,0.482439621490789,-0.245270394948134,0.41816672249961,0.369017413634843,-0.18162544867219,0.560502332103494,-0.724525878445222,1.17937226602664,1.20834437134517,-0.635112432300243,-0.338330643086076,-0.77412137778023,1.17848604203701,-0.274384695609682,-0.519748228025224,-0.0488637586474737,0.0880258201628014,-1.07741773230409,-1.16894345520289,0.563311520082689
"ACHX_Nd_3 (GE) - TPM",0.524557445220365,-0.431109041536996,0.947164615497993,0.109744846836973,0.163068633705549,0.123714265950036,0.087830007360079,-0.437558670193565,0.810937399986538,-0.773706870165419,0.28116745281972,-0.0851700948126464,-1.08404134269124,-0.69403457850426,-0.212593402053189,-0.304156776339936,0.866824846550773,-0.31886128150833,-0.143775832247232,1.07571146285384,-0.913260555123297,-0.103291596202564,-0.680168736760952,0.326679812357508,-0.272020594053073,0.201500846252519,0.783249849259722,-0.749284372754076,-1.09519094445631,0.139226333567276,0.244316188181589,1.16854635706917,-1.0057562141221,-1.05810833556697,-0.856599049380423,-0.636851412168095,2.56787266186221,-0.872773718189703,0.638521911277487,-0.661084808368701,0.0975082404034551,-0.348138103379476,-0.608077650735291,0.141901745004749,-0.073859127515623,-0.0561499062185473,-0.212892705906627,0.280293429234868,0.157529192666402,-0.603995606369597,0.812613186665456,0.787212144244364,0.706656711008323,1.28131948058106,1.37334120568172,0.309222154078666,0.448316308779593,-0.341779013913158,-1.50549292284221,0.398565907324861,-0.263157417093346,0.0555379725426193,0.461684354767369,-0.478301302883808,-0.54507918444516,-1.22247099704566,0.374705975319417,0.0189891473202661,1.28865722849227,-0.721454215045495,-0.842790243322941,-0.180393836290624,-0.405461516811844,1.03459278021143,-0.401826100055029,-0.263934803903814,0.856290951385149,-1.07279434979834,-1.18637301443837,-0.420573094561061,-1.0829006137138,1.08822295146761,0.0141682853174668,-0.0186905295916187,0.457795968483409,-0.325899514195213,-0.174083130210519,-0.392309813682351,0.430990039109374,-0.462015387468987,0.322623530936059,0.270924148770432,1.10983814154168,0.362467500859909,-0.703460972362077,-0.459446601754232,-0.855534680175786,0.0169575192430114,-0.537551151698295,-0.0873884644172238,-0.857812381131711,-0.480483786858551,-0.803297800302293,-0.266354224188822,-0.954035282890907,0.663415440449112,0.0680299406544164,-0.651912102305276,-0.0420247590680396,0.224849036721136,1.0896921402483,-0.160673680046698,0.0195192513708789,-0.757760221018613,-0.0717121347561856,1.55280178722283,0.315918532915505,-0.192280818197866,1.24809571489883,0.0305935483103576,0.304890559863175,-0.613741257213544,1.15873792996635,-0.685102344561871,0.833208276992645,-0.162099572082702,-0.17423173374144,-0.337045962120673,-1.18194312484707,-0.0791528734318945,-0.0702495114589769,0.534452212979237,0.293722500281303,0.377442713585466,2.47109256560637
"ACHX_Ns_1 (GE) - TPM",0.554315662650492,1.57549020572446,1.70197420973029,0.0042929305593658,2.54075066097095,1.1562421846671,2.63641490733855,2.30998671797561,1.46840912549036,1.77782949863591,0.431338353393804,0.438975782233178,0.881792048894144,2.51394532317611,1.93105640691856,2.34397478271479,1.79630195041564,2.06007619858148,1.04785164418422,0.64339794059759,0.278515702644772,2.19657506393055,0.443604998670685,0.189589956280276,1.69779322146829,1.16198816436425,-0.0822817720178785,0.961976616738367,0.0226046673068683,1.73157380934984,0.97933029717095,-1.87494012097791,1.91064424187315,3.32792771201025,0.302716689585828,0.669309562057751,-0.212189225748782,0.226718680308528,0.310624124908985,1.09554046935139,1.27515722286798,-0.47132813122656,1.37558576770558,1.53485812731689,0.481643838028401,1.81275409894316,-0.378941940898879,1.07168572484693,0.309913753019402,0.423385254320181,1.62248639654928,1.35184977460251,1.0353217383389,0.924327534701803,1.59029963288324,-2.11711656004362,-1.26834692432131,0.771272318919419,1.01974423894652,-0.472880145464595,-0.597820307861239,-0.627175927932503,1.5814585324468,3.32357850102123,0.0328386528966594,0.668286371601702,-0.177297736126175,1.70231550298247,1.08239963531205,1.61088053424338,2.0909519968811,1.36640024333511,-0.0655641530326562,-0.996737988533166,1.65436487129505,0.332195311296336,0.964993434957852,0.545373009817505,1.25352889699882,1.19090892610279,0.555795372904968,-0.437913780452963,1.55411696097784,1.09135150416195,0.145129118419636,-0.0821469497867241,1.28785525881837,1.93089854759513,1.87331769358694,0.403137459265905,-0.0570161651409897,1.75442895111141,1.27987364602024,0.974726110071985,0.393641169612327,1.71160095855665,0.232141126383788,1.97583457318307,0.037201141509178,1.67286200120497,0.696831773370655,1.03097525621628,1.26736268713264,2.12660798249677,0.101131829799722,1.01069401591277,1.75768712978333,0.0299206780565532,0.743086673955925,2.16229275338254,1.77162727685992,1.40301734534283,0.288219244414571,1.29888011645088,2.55543296822518,1.61471970940687,1.02150136806846,1.59491178886907,0.0456831316622308,1.86515155028738,2.49522988555777,0.808096208443282,1.40011541076618,-0.851745379682814,0.714995957929051,0.563696826097891,1.59954790214547,3.00361722309737,1.58578184188984,1.80345991273324,2.01095967395856,2.05531496945218,1.18440082691003,1.00671136652523,-0.386212818825547
"ACHX_Ns_2 (GE) - TPM",1.60018712625865,2.00547633085855,1.22687319863671,-0.167259184176497,1.57119187814829,1.11673824939028,1.87132102757259,2.41765499788284,3.17109126226778,0.916129771285871,0.616329816380091,0.701990978153607,0.840024398854139,1.57605177406794,1.4656951729968,1.7764512059574,1.89307359347572,-0.0720088180961565,1.07635167928504,0.973097847970936,0.735472573889607,1.34660180208203,1.29724606492194,-0.233249096119951,1.74722374315411,2.17204325639416,1.20377263904734,1.02880596951279,-0.0559632520017016,2.26416218217563,0.857102583231069,-1.53167680091512,1.13016340217175,1.8571272815057,0.282877595935365,1.29329181492134,1.00074184952865,0.682797148112982,0.742573776914923,2.13950997903667,1.03131861284519,1.0212024069389,1.62707939785465,2.05743965769565,1.40069087997281,0.975278183264413,-0.267445519767308,1.48709573950731,0.453782963461985,0.484760970282421,1.22569640389535,1.37908589235271,0.969484834159336,1.42045909739247,1.29574579703672,-1.63831102904113,-0.970315632130627,1.27941290081692,1.45427270365073,0.551691669877299,-0.409375851125493,-0.820423232502288,2.7613709209029,0.90437052137702,-0.857713860921307,1.22698401294231,1.03674782267922,1.21991908840599,2.54262537104393,1.16956364459569,1.33207217834023,1.41190942864127,-0.00496533865968376,-0.943437965949834,-0.686978174235656,0.940507012440002,0.572471591891614,2.02545914222832,1.19375387565349,1.26120997844158,-1.02455993579293,-1.22340327631795,0.742849236631136,1.96570638018509,-0.0293067579025498,0.298428762191149,0.773184714948704,0.134520214308004,1.848675753859,1.61027421121441,1.09439540525564,1.41423643190071,1.18193534275283,0.812243387281385,1.15333944702634,1.93465501384531,-0.176397166963949,1.39525480631396,0.401156665983465,1.71130911464605,1.96394103359141,0.380487041579805,1.00134069486403,1.20147964722213,0.641600773937567,2.44125221324029,1.56677209007943,-0.123330886064109,2.72525504662112,1.96786217087587,2.04982124948913,2.1786969222287,1.84814339554064,0.584370663704549,2.58391771471648,0.70312457861998,1.11330003584215,2.43452094275103,0.721946751830892,1.41925963074998,1.69752395012557,0.399905846891869,1.25573413489002,-0.586942243416875,1.9177848841292,0.489662333678206,2.16224182500261,1.93763216137849,1.55171717010683,0.236575119245851,1.99449545084935,1.15712737982909,2.80759806990977,0.299701886298206,-1.5227307983829
"ACHX_Ns_3 (GE) - TPM",0.840121940881756,1.49788674825885,0.415422319153281,-0.60769777564605,1.20295857850256,0.701405084986449,1.50325420035967,1.57667864415223,0.983933919553983,0.54640252773844,0.514856848577659,0.246824081631359,0.441540921764247,1.17908370079393,0.802661438227123,1.02419749397651,1.91873425186298,0.350767680160459,0.294058749964134,0.0920088462203834,0.634441990388968,1.47894897709931,0.388415612202562,0.171805033670299,0.76529525672474,1.17472874919657,0.31200662421926,0.530300280112774,-0.437602274558502,1.28554254781109,1.11546073052774,-1.43713628874341,1.13354138704806,1.33928720883267,0.0746121406142564,0.134300152474434,0.437688918191982,0.704165963620621,0.509044824229175,1.54906289133523,0.770846225432555,-0.308968553146921,0.554631400820161,0.94836062713808,0.53881968092974,0.336502703862293,-0.30434324768019,0.704989207991593,0.345544099315483,-0.242728884324907,0.975915620567033,1.68640204282438,0.260970008341054,0.120331365726374,1.14724344795565,-1.50824858282424,-0.939281345741094,1.00716373857484,0.806499517650429,0.926738156865944,-0.635277178625346,-0.875345360873155,1.79757218632626,0.389040085244427,-0.190459810915458,1.83348755054829,1.45663178643068,1.11333530108144,-0.151694455185674,0.997034081983777,0.76638620364608,1.05852736609062,0.153879369011716,-0.995962200499654,0.224973124684081,1.14873623801059,0.492569929222451,0.274453072838048,0.67723674858446,1.43783868528821,-0.701305370157678,-0.181012588878971,0.324928959656614,0.447201219835829,-0.416294562204852,0.245625707064119,0.471850072504868,0.0561092799103377,0.899331549275108,0.80134117564311,-0.126778354648743,0.364329249898292,0.702640120448569,0.667714742121034,0.216777707846473,0.796910802175634,0.909918874920389,1.3204528970829,0.0215522910224056,1.11761509986421,0.295638749346231,0.0750697280242756,0.885165085937736,1.36157545325742,0.39057741078057,0.85544355504273,1.68810408963177,-0.164626935187874,1.39768106370645,1.27225969338215,1.41182839045406,1.93036544666501,-0.416152314557958,0.722531623200922,0.894844826294296,0.193569690805321,0.50681673094376,0.530214786983525,0.0930791818771774,1.4848482626133,1.73582875768427,0.42487570073813,0.407645942064145,-1.19512898116085,0.639846612269418,0.393647986766023,1.86447861718397,0.343231635112586,0.701951081528492,0.225139360948656,0.624779343564656,0.758465059153074,0.692223737259593,1.16390818445376,-1.40809931505846
